         9419009 function calls (9401623 primitive calls) in 4.188 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 player.py:61(_PlayerProperty)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 ffmpeg.py:19(FileInfo)
        2    0.000    0.000    0.000    0.000 texture.py:294(glo)
        1    0.000    0.000    0.000    0.000 __init__.py:214(ImagePattern)
        1    0.000    0.000    0.000    0.000 xlib.py:958(struct_anon_34)
        1    0.000    0.000    0.000    0.000 exceptions.py:4(FrozenError)
        1    0.000    0.000    0.000    0.000 base.py:172(GlyphTextureBin)
        1    0.000    0.000    0.000    0.000 base.py:159(GlyphTexture)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 shader.py:354(<listcomp>)
        1    0.000    0.000    0.000    0.000 xlib.py:4633(struct__XrmHashBucketRec)
        1    0.000    0.000    0.000    0.000 glx.py:457(struct_anon_111)
        3    0.000    0.000    0.000    0.000 shader.py:355(<genexpr>)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:483(VideoPacket)
        1    0.000    0.000    0.000    0.000 dds.py:116(DDSImageDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:168(ImageMouseCursor)
        1    0.000    0.000    0.000    0.000 lib.py:13(MissingFunctionException)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Tile>:1(<module>)
        1    0.000    0.000    0.000    0.000 xinput.py:274(struct_anon_95)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 __init__.py:379(Label)
        1    0.000    0.000    0.000    0.000 runlist.py:331(FilteredRunIterator)
        1    0.000    0.000    0.000    0.000 document.py:666(_ElementIterator)
        1    0.000    0.000    0.000    0.000 xinput.py:455(struct_anon_100)
        1    0.000    0.000    0.000    0.000 xlib.py:4324(struct__XrmHashBucketRec)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1158(_DefaultMixin)
        5    0.000    0.000    0.000    0.000 platform.py:770(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 functools.py:972(__set_name__)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 xsync.py:207(struct_anon_97)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.world.World>:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'appendleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:54(DocumentDecoder)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:139(FT_Bitmap_Size)
        1    0.000    0.000    0.000    0.000 xinput.py:196(struct_anon_93)
        1    0.000    0.000    0.000    0.000 synthesis.py:251(Silence)
        1    0.000    0.000    0.000    0.000 base.py:27(PyMunk)
        1    0.000    0.000    0.000    0.000 evdev.py:159(FFConditionEffect)
        1    0.000    0.000    0.000    0.000 xf86vmode.py:166(struct_anon_97)
        1    0.000    0.000    0.000    0.000 glxext_arb.py:554(struct_anon_107)
        1    0.000    0.000    0.000    0.000 xinerama.py:35(struct_anon_93)
        1    0.000    0.000    0.000    0.000 xlib.py:615(struct_anon_21)
        1    0.000    0.000    0.000    0.000 threading.py:1001(_set_ident)
        1    0.000    0.000    0.000    0.000 validators.py:338(_IsCallableValidator)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 xsync.py:87(struct__XSyncValue)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.layer.ImageLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.wang_set.WangColor>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.wang_set.WangColor>:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_list.py:797(_Batch)
        1    0.000    0.000    0.000    0.000 xinput.py:577(struct_anon_106)
        1    0.000    0.000    0.000    0.000 synthesis.py:18(FlatEnvelope)
        1    0.000    0.000    0.000    0.000 pil.py:81(get_encoders)
        1    0.000    0.000    0.000    0.000 png.py:77(get_encoders)
        1    0.000    0.000    0.000    0.000 bmp.py:113(BMPImageDecoder)
        1    0.000    0.000    0.000    0.000 _util.py:14(DeferredError)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Point>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Polyline>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tileset.Tileset>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.layer.Layer>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:198(c_double)
        1    0.000    0.000    0.000    0.000 application.py:846(on_mouse_enter)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.wang_set.WangSet>:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:91(MedianFilter)
        1    0.000    0.000    0.000    0.000 layout.py:211(_LayoutContext)
        1    0.000    0.000    0.000    0.000 xinput.py:221(struct_anon_94)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:104(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 png.py:43(PNGImageEncoder)
        1    0.000    0.000    0.000    0.000 glx_info.py:26(GLXInfoException)
        1    0.000    0.000    0.000    0.000 gl_compat.py:10(struct___GLsync)
        1    0.000    0.000    0.000    0.000 __init__.py:399(PyDLL)
        1    0.000    0.000    0.000    0.000 lib.py:41(c_void)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 __init__.py:2229(createLock)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Text>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.layer.ObjectLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_map.TiledMap>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._MinLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 glxext_arb.py:260(struct___GLXFBConfigRec)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:66(RankFilter)
        1    0.000    0.000    0.000    0.000 xinput.py:444(struct_anon_99)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:1130(get_decoders)
        1    0.000    0.000    0.000    0.000 evdev.py:102(InputID)
        2    0.000    0.000    0.000    0.000 texture.py:14(__init__)
        1    0.000    0.000    0.000    0.000 glxext_arb.py:605(struct_anon_110)
        1    0.000    0.000    0.000    0.000 xlib.py:13(NoSuchDisplayException)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Ellipse>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Polygon>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.layer.TileLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 xlib.py:414(struct__XExtData)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tileset.Tileset>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 xinput.py:323(struct_anon_96)
        1    0.000    0.000    0.000    0.000 xinput.py:527(struct_anon_104)
        1    0.000    0.000    0.000    0.000 texture.py:45(WeakTextureBucket)
        1    0.000    0.000    0.000    0.000 gif.py:11(GIFStream)
        1    0.000    0.000    0.000    0.000 xlib.py:561(struct_anon_20)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar_p)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.layer.LayerGroup>:1(<module>)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:288(BmpRleDecoder)
        1    0.000    0.000    0.000    0.000 libavcodec.py:109(AVProfile)
        1    0.000    0.000    0.000    0.000 allocation.py:39(AllocatorMemoryException)
        1    0.000    0.000    0.000    0.000 xlib.py:4711(struct_anon_95)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.world.WorldMap>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.TiledObject>:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:121(MaxFilter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:36(Kernel)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:136(ModeFilter)
        1    0.000    0.000    0.000    0.000 ImageEnhance.py:24(_Enhance)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:54(FT_BBox)
        1    0.000    0.000    0.000    0.000 base.py:1081(TabletCursor)
        1    0.000    0.000    0.000    0.000 __init__.py:119(ImageEncoder)
        1    0.000    0.000    0.000    0.000 __init__.py:1710(DepthTexture)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 xf86vmode.py:145(struct_anon_96)
        1    0.000    0.000    0.000    0.000 xlib.py:2456(struct__XIMStringConversionText)
        1    0.000    0.000    0.000    0.000 xlib.py:2521(struct__XIMPreeditDrawCallbackStruct)
        1    0.000    0.000    0.000    0.000 glx.py:110(struct___GLXcontextRec)
        1    0.000    0.000    0.000    0.000 clock.py:85(_ScheduledIntervalItem)
        1    0.000    0.000    0.000    0.000 xlib.py:429(struct_anon_15)
        1    0.000    0.000    0.000    0.000 xlib.py:720(struct_anon_24)
        1    0.000    0.000    0.000    0.000 xlib.py:1362(struct_anon_44)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tileset.Transformations>:1(<module>)
        1    0.000    0.000    0.000    0.000 libswresample.py:27(SwrContext)
        1    0.000    0.000    0.000    0.000 synthesis.py:11(_Envelope)
        1    0.000    0.000    0.000    0.000 wave.py:114(get_decoders)
        1    0.000    0.000    0.000    0.000 xlib.py:4521(struct__XrmHashBucketRec)
        1    0.000    0.000    0.000    0.000 resource.py:63(ResourceNotFoundException)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(PlaceHolder)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._version_info.VersionInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:106(MinFilter)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:94(FT_Generic)
        1    0.000    0.000    0.000    0.000 xinput.py:554(struct_anon_105)
        1    0.000    0.000    0.000    0.000 evdev.py:151(FFRampEffect)
        1    0.000    0.000    0.000    0.000 __init__.py:231(SolidColorImagePattern)
        1    0.000    0.000    0.000    0.000 atlas.py:186(TextureBin)
        1    0.000    0.000    0.000    0.000 __init__.py:80(XlibMouseCursor)
        1    0.000    0.000    0.000    0.000 xlib.py:2206(struct__XOM)
        1    0.000    0.000    0.000    0.000 xlib.py:4781(struct_anon_98)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 gl.py:10(struct___GLsync)
        1    0.000    0.000    0.000    0.000 zipfile.py:641(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.wang_set.WangTile>:1(<module>)
        1    0.000    0.000    0.000    0.000 pil.py:43(PILImageEncoder)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tileset.Tile>:1(<module>)
        2    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._OptionalValidator>:1(__init__)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._DeepMapping>:1(<module>)
        1    0.000    0.000    0.000    0.000 runlist.py:196(AbstractRunIterator)
        1    0.000    0.000    0.000    0.000 libavformat.py:93(AVFrac)
        1    0.000    0.000    0.000    0.000 xlib.py:4846(struct_anon_101)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.tiled_object.Rectangle>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr pytiled_parser.layer.Chunk>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tileset.Tile>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.world.WorldMap>:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFile.py:590(PyCodecState)
        1    0.000    0.000    0.000    0.000 xinput.py:370(struct_anon_97)
        1    0.000    0.000    0.000    0.000 xinput.py:1273(struct_anon_134)
        1    0.000    0.000    0.000    0.000 wave.py:62(WaveDecoder)
        1    0.000    0.000    0.000    0.000 dds.py:93(DDPIXELFORMAT)
        1    0.000    0.000    0.000    0.000 bmp.py:82(RGBFields)
        1    0.000    0.000    0.000    0.000 vertexbuffer.py:101(AbstractMappable)
        1    0.000    0.000    0.000    0.000 ffmpeg.py:34(StreamVideoInfo)
        1    0.000    0.000    0.000    0.000 evdev.py:144(FFConstantEffect)
        1    0.000    0.000    0.000    0.000 png.py:322(Error)
        1    0.000    0.000    0.000    0.000 __init__.py:485(TextureSequence)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(ShaderException)
        1    0.000    0.000    0.000    0.000 xf86vmode.py:101(struct_anon_94)
        1    0.000    0.000    0.000    0.000 xsync.py:192(struct_anon_96)
        1    0.000    0.000    0.000    0.000 __init__.py:1033(set_maximum_size)
        1    0.000    0.000    0.000    0.000 xlib.py:457(struct_anon_17)
        1    0.000    0.000    0.000    0.000 xlib.py:1393(struct_anon_45)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.wang_set.WangSet>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr._make._CountingAttr>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.layer.Layer>:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 synthesis.py:257(WhiteNoise)
        1    0.000    0.000    0.000    0.000 xf86vmode.py:134(struct_anon_95)
        1    0.000    0.000    0.000    0.000 xsync.py:218(struct_anon_98)
        1    0.000    0.000    0.000    0.000 xlib.py:584(struct__XDisplay)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.world.World>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._make.Attribute>:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:171(BoxBlur)
        1    0.000    0.000    0.000    0.000 xinput.py:1081(struct__XAnyClassinfo)
        1    0.000    0.000    0.000    0.000 libavutil.py:104(AVFrame)
        1    0.000    0.000    0.000    0.000 base.py:962(Tablet)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 __init__.py:1155(set_visible)
        1    0.000    0.000    0.000    0.000 xlib.py:2408(struct__XIMText)
        1    0.000    0.000    0.000    0.000 xlib.py:814(struct_anon_26)
        1    0.000    0.000    0.000    0.000 xlib.py:1134(struct_anon_37)
        1    0.000    0.000    0.000    0.000 xlib.py:1173(struct_anon_38)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.Tile>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tileset.Transformations>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.world.WorldMap>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._make._CountingAttr>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._make.Factory>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._ProvidesValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._NotValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:1089(_idat)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 __init__.py:165(c_short)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_map.TiledMap>:1(<module>)
        2    0.000    0.000    0.000    0.000 application.py:311(on_update)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:123(FT_LibraryRec)
        1    0.000    0.000    0.000    0.000 document.py:672(_FontStyleRunsRangeIterator)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:63(FT_Matrix)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 __init__.py:117(ImageException)
        1    0.000    0.000    0.000    0.000 xf86vmode.py:194(struct_anon_98)
        1    0.000    0.000    0.000    0.000 xsync.py:287(struct_anon_101)
        2    0.000    0.000    0.000    0.000 shader.py:353(<lambda>)
        1    0.000    0.000    0.000    0.000 xlib.py:2078(struct_anon_72)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 __init__.py:240(c_char_p)
        1    0.000    0.000    0.000    0.000 application.py:1076(on_mouse_enter)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.layer.ImageLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.layer.LayerGroup>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:28(BuiltinFilter)
        1    0.000    0.000    0.000    0.000 freetype_lib.py:76(FT_UnitVector)
        1    0.000    0.000    0.000    0.000 libavutil.py:72(AVDictionaryEntry)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 glxext_arb.py:277(struct_anon_106)
        1    0.000    0.000    0.000    0.000 glxext_arb.py:580(struct_anon_109)
        1    0.000    0.000    0.000    0.000 glx.py:128(struct___GLXFBConfigRec)
        1    0.000    0.000    0.000    0.000 event.py:129(EventException)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._MaxLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._NotValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 tiled_object.py:88(Rectangle)
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 ImageFilter.py:154(GaussianBlur)
        1    0.000    0.000    0.000    0.000 libswscale.py:28(SwsContext)
        1    0.000    0.000    0.000    0.000 synthesis.py:36(LinearDecayEnvelope)
        1    0.000    0.000    0.000    0.000 __init__.py:75(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 xlib.py:2089(struct_anon_73)
        1    0.000    0.000    0.000    0.000 xlib.py:4905(struct_anon_103)
        1    0.000    0.000    0.000    0.000 glx.py:135(struct___GLXFBConfigRec)
        1    0.000    0.000    0.000    0.000 xlib.py:835(struct_anon_27)
        1    0.000    0.000    0.000    0.000 xlib.py:1316(struct_anon_42)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._NumberValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._MinLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr._version_info.VersionInfo>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:16(MediaDecoder)
        1    0.000    0.000    0.000    0.000 synthesis.py:281(Sawtooth)
        1    0.000    0.000    0.000    0.000 Image.py:85(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 glx.py:117(struct___GLXcontextRec)
        1    0.000    0.000    0.000    0.000 xlib.py:1504(struct_anon_50)
        1    0.000    0.000    0.000    0.000 resource.py:205(Location)
        1    0.000    0.000    0.000    0.000 resource.py:247(ZIPLocation)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.Ellipse>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.layer.TileLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 evdev.py:121(FFReplay)
        1    0.000    0.000    0.000    0.000 synthesis.py:107(TremoloEnvelope)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 __init__.py:2132(BufferImageMask)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 xsync.py:233(struct_anon_99)
        1    0.000    0.000    0.000    0.000 xlib.py:997(struct_anon_36)
        1    0.000    0.000    0.000    0.000 xlib.py:1414(struct_anon_46)
        1    0.000    0.000    0.000    0.000 __init__.py:173(c_long)
        1    0.000    0.000    0.000    0.000 resource.py:72(UndetectableShaderType)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.Text>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.wang_set.WangTile>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._OptionalValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:279(PpmDecoder)
        1    0.000    0.000    0.000    0.000 libavformat.py:114(AVStream)
        1    0.000    0.000    0.000    0.000 xinput.py:1073(struct__XAnyClassinfo)
        1    0.000    0.000    0.000    0.000 synthesis.py:60(ADSREnvelope)
        1    0.000    0.000    0.000    0.000 glx.py:490(struct___GLXEvent)
        1    0.000    0.000    0.000    0.000 glxext_arb.py:267(struct___GLXFBConfigRec)
        1    0.000    0.000    0.000    0.000 __init__.py:74(XlibException)
        1    0.000    0.000    0.000    0.000 xlib.py:2350(struct_anon_85)
        1    0.000    0.000    0.000    0.000 xlib.py:4730(struct_anon_96)
        1    0.000    0.000    0.000    0.000 clock.py:519(<listcomp>)
        1    0.000    0.000    0.000    0.000 resource.py:277(URLLocation)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.Polyline>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.layer.Chunk>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._InstanceOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._InValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._IsCallableValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._DeepIterable>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._NumberValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:49(DocumentDecodeException)
        1    0.000    0.000    0.000    0.000 freetype.py:118(__init__)
        1    0.000    0.000    0.000    0.000 xinput.py:480(struct_anon_101)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 synthesis.py:275(Triangle)
        1    0.000    0.000    0.000    0.000 wave.py:74(WaveEncoder)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 xlib.py:1879(struct_anon_66)
        1    0.000    0.000    0.000    0.000 xlib.py:1982(struct__XEvent)
        1    0.000    0.000    0.000    0.000 xlib.py:2303(struct_anon_84)
        1    0.000    0.000    0.000    0.000 xlib.py:2504(struct__XIMStringConversionCallbackStruct)
        1    0.000    0.000    0.000    0.000 xlib.py:4645(struct__XrmHashBucketRec)
        1    0.000    0.000    0.000    0.000 xlib.py:869(struct_anon_29)
        1    0.000    0.000    0.000    0.000 _endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.layer.Chunk>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.layer.ObjectLayer>:1(<module>)
        1    0.000    0.000    0.000    0.000 :1(_IsCallableValidatorAttributes)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._DeepIterable>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._SubclassOfValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 base.py:190(GlyphRenderer)
        1    0.000    0.000    0.000    0.000 libavformat.py:35(AVPacketList)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 __init__.py:261(c_wchar)
        1    0.000    0.000    0.000    0.000 ElementTree.py:106(ParseError)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:20(Filter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:231(CONTOUR)
        1    0.000    0.000    0.000    0.000 libavformat.py:148(AVProgram)
        1    0.000    0.000    0.000    0.000 xinput.py:615(struct_anon_108)
        1    0.000    0.000    0.000    0.000 xinput.py:797(struct_anon_117)
        1    0.000    0.000    0.000    0.000 evdev.py:128(FFTrigger)
        1    0.000    0.000    0.000    0.000 atlas.py:30(AllocatorException)
        1    0.000    0.000    0.000    0.000 error.py:17(VerificationError)
        1    0.000    0.000    0.000    0.000 xsync.py:308(struct_anon_102)
        1    0.000    0.000    0.000    0.000 xlib.py:4943(struct_anon_104)
        1    0.000    0.000    0.000    0.000 base.py:317(Canvas)
        1    0.000    0.000    0.000    0.000 xlib.py:630(struct_anon_22)
        1    0.000    0.000    0.000    0.000 __init__.py:169(c_ushort)
        1    0.000    0.000    0.000    0.000 shutil.py:61(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:74(ReadError)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.Rectangle>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated repr attr._make._AndValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._NumberValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._ProvidesValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._MaxLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr.validators._InValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.TiledObject>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated eq attr._make.Attribute>:1(<module>)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:362(DibImageFile)
        1    0.000    0.000    0.000    0.000 xinput.py:700(struct_anon_112)
        1    0.000    0.000    0.000    0.000 xinput.py:829(struct_anon_119)
        1    0.000    0.000    0.000    0.000 framebuffer.py:219(width)
        1    0.000    0.000    0.000    0.000 xsync.py:262(struct_anon_100)
        1    0.000    0.000    0.000    0.000 xlib.py:937(struct_anon_33)
        1    0.000    0.000    0.000    0.000 xlib.py:1250(struct_anon_40)
        1    0.000    0.000    0.000    0.000 controller.py:16(ControllerManager)
        1    0.000    0.000    0.000    0.000 __init__.py:69(ContextException)
        1    0.000    0.000    0.000    0.000 <attrs generated eq pytiled_parser.tiled_object.Polygon>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr._make.Attribute>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._MatchesReValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated hash attr.validators._OptionalValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:651(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 Image.py:2844(ImagePointHandler)
